城市名,县区名,年份,城乡养老保险参保万人,城乡养老保险缴费万人,城乡养老保险离退休万人,城乡养老保险缴费万元,城乡养老保险支出万元,企业养老保险参保万人,企业养老保险缴费万人,企业养老保险离退休万人,企业养老保险缴费万元,企业养老保险支出万元,机关养老保险参保人数,机关养老保险缴费人数,机关养老保险离退休人数,机关养老保险缴费万元,机关养老保险支出万元,所属省份
株洲市,渌口区,2020,22.04,,,,,,,,,,,,,,,湖南省
株洲市,天元区,2020,6.56,,,,,,8.4,,,,,4183,,,,湖南省
驻马店市,确山县,2022,31.0688,22.4256,8.6432,,,3.5392,2.5762,0.963,,,16965,11112,5853,,,河南省
驻马店市,确山县,2020,30.7251,22.1197,8.6054,,,3.1689,2.2479,0.921,,,16608,11081,5527,,,河南省
驻马店市,驿城区,2022,32.3,,,,,6.95,,,,,20400,,,,,河南省
驻马店市,驿城区,2021,32.26,23.06,9.2,4895,12948,4.9563,2.8831,2.0732,37940,59439,20103,13321,6782,19824,33400,河南省
驻马店市,驿城区,2020,32.186,23.186,9,4686,12324,4.3038,2.2863,2.0175,34092,58266,19793,13096,6697,18774,31126,河南省
资阳市,雁江区,2015,,,,,,,,,,,20000,,,,,四川省
资阳市,雁江区,2010,,,,,,,,,,,25666,,,,,四川省
淄博市,博山区,2022,11.57,,,,,16.72,,,,,14800,,,,,山东省
淄博市,博山区,2021,11.71,,,,,16.87,,,,,14600,,,,,山东省
淄博市,博山区,2020,11.84,,,4100,,9.88,,,47800,,8900,,,17500,,山东省
淄博市,高青县,2023,18,,,,,5.5,,,,,8000,,,,,山东省
淄博市,高青县,2022,18.4,,,,,5.1,,,,,8000,,,,,山东省
淄博市,高青县,2021,18.6,,,,,4.9,,,,,8000,,,,,山东省
淄博市,高青县,2018,18.92,,,,,4.08,,,,,7300,,,,,山东省
淄博市,桓台县,2020,20.13,,,6486.9,,11.23,,,69628.93,,10400,,,20005.64,,山东省
淄博市,桓台县,2020,20.17,,,5719,,10.67,,,97517,,10500,,,20167,,山东省
淄博市,桓台县,2018,20.29,,,5478.56,,10.13,,,79608,,10700,,,21762,,山东省
淄博市,桓台县,2017,20.68,,,,,9.56,,,69505,,10800,,,21245,,山东省
淄博市,张店区,2023,4.79,,,3187,,17.09,,,174000,,12700,,,32000,,山东省
淄博市,张店区,2022,4.91,,,2724.1,,19.24,,,151600,,12400,,,31200,,山东省
淄博市,张店区,2021,4.88,,,2327.84,,18.8,,,142700,,12200,,,23000,,山东省
淄博市,张店区,2020,9.21,,,3805.28,,17.25,,,83200,,11700,,,23000,,山东省
淄博市,周村区,2020,7.6348,,,,,8.0046,,,,,,6955,,,,山东省
遵义市,播州区,2023,36.05,,,,,9.04,6.74,2.3,,,23000,16700,6300,,,贵州省
遵义市,播州区,2022,36.42,,,,,8.71,6.52,2.19,,,22600,16500,6100,,,贵州省
遵义市,播州区,2020,36.3379,,,,,9.8583,,,,,22041,,,,,贵州省
遵义市,红花岗区,2023,8.17,,,,,14.66,,,,,17000,,,,,贵州省
遵义市,红花岗区,2022,8.14,,,,,14.92,,,,,16800,,,,,贵州省
遵义市,绥阳县,2019,21.4178,,,,,,,,,,12508,,,,,贵州省
遵义市,务川仡佬族苗族自治县,2023,20.1716,,,,,2.1285,,,,,11941,,,,,贵州省
遵义市,务川仡佬族苗族自治县,2022,19.8757,,,,,2.0466,,,,,11597,,,,,贵州省
